,GTD ID,DATE,REGION,COUNTRY,CITY,Latitude,Longitude,PERPETRATOR GROUP,ATTACK TYPE,WEAPON TYPE,TARGET TYPE,FATALITIES,INJURED
1228,200901060020,1/6/09,Middle East & North Africa,Israel,Gedera,31.81094,34.77976,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,6
1229,200901050030,1/5/09,Middle East & North Africa,Israel,Eshkol regional council,,,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2
1230,200901040031,1/4/09,Middle East & North Africa,Israel,Eshkolot,31.39042,34.90582,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2
1231,200901040026,1/4/09,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,10
1232,200901030032,1/3/09,Middle East & North Africa,Israel,Netivot,31.42157,34.58879,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1233,200901030022,1/3/09,Middle East & North Africa,Israel,Kissufim,,,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General),0,0
1234,200901030019,1/3/09,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,3
1235,200901030018,1/3/09,Middle East & North Africa,Israel,Eshkolot,31.39042,34.90582,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1236,200901030005,1/3/09,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2
1237,200901020023,1/2/09,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2
1238,200901010033,1/1/09,Middle East & North Africa,Israel,Nahal Oz,31.47325,34.4983,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
1239,200901010032,1/1/09,Middle East & North Africa,Israel,Sa'ad,31.47005,34.53447,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,"Military,Private Citizens & Property",0,0
1240,200901010030,1/1/09,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,"Military,Private Citizens & Property",0,0
1241,200901010029,1/1/09,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,"Military,Private Citizens & Property",0,0
1242,200812310017,12/31/08,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
1243,200812310016,12/31/08,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Conqueror Army,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,5
1244,200812310001,12/31/08,Western Europe,Denmark,Odense,55.39619,10.39079,Unknown,Armed Assault,Firearms,Private Citizens & Property,0,2
1245,200812300040,12/30/08,Middle East & North Africa,Israel,Nahal Oz,31.47325,34.4983,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,2,5
1246,200812300029,12/30/08,Middle East & North Africa,Israel,Beersheba,18.17488,-77.90848,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2
1247,200812300023,12/30/08,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2
1248,200812300020,12/30/08,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,4
1249,200812300001,12/30/08,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,4
1250,200812290038,12/29/08,Middle East & North Africa,Israel,Ashdod,31.80793,34.65733,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,5
1251,200812290003,12/29/08,Middle East & North Africa,West Bank and Gaza Strip,Kiryat Sefer,,,Unknown,Armed Assault,Melee,Private Citizens & Property,0,4
1252,200812280016,12/28/08,Middle East & North Africa,Iraq,Mosul,36.34852,43.14307,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General),5,21
1253,200812270028,12/27/08,Middle East & North Africa,Israel,Netivot,31.42157,34.58879,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,6
1254,200812260024,12/26/08,Middle East & North Africa,Israel,Eshkolot,31.39042,34.90582,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1255,200812210029,12/21/08,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
1256,200812200032,12/20/08,Middle East & North Africa,Israel,Shaar HaNegev regional council,,,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1257,200812170047,12/17/08,Middle East & North Africa,Israel,Eshkol regional council,,,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1258,200812160016,12/16/08,Middle East & North Africa,Israel,Shaar HaNegev regional council,,,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1259,200811260009,11/26/08,South Asia,India,Mumbai,18.94017,72.83486,"Deccan Mujahideen,Lashkar-e-Taiba (LeT)",Armed Assault,"Explosives/Bombs/Dynamite,Firearms",Business,9,76
1260,200811260006,11/26/08,South Asia,India,Mumbai,18.94017,72.83486,"Deccan Mujahideen,Lashkar-e-Taiba (LeT)","Hostage Taking (Barricade Incident),Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,Firearms",Business,68,76
1261,200811260005,11/26/08,South Asia,India,Mumbai,18.94017,72.83486,"Deccan Mujahideen,Lashkar-e-Taiba (LeT)","Hijacking,Armed Assault",Firearms,Police,4,2
1262,200811260003,11/26/08,South Asia,India,Mumbai,18.94017,72.83486,"Deccan Mujahideen,Lashkar-e-Taiba (LeT)",Armed Assault,Firearms,"Police,Transportation",58,76
1263,200811260002,11/26/08,South Asia,India,Mumbai,18.94017,72.83486,"Deccan Mujahideen,Lashkar-e-Taiba (LeT)",Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,3,0
1264,200811260001,11/26/08,South Asia,India,Mumbai,18.94017,72.83486,"Deccan Mujahideen,Lashkar-e-Taiba (LeT)","Hostage Taking (Barricade Incident),Armed Assault","Explosives/Bombs/Dynamite,Firearms",Religious Figures/Institutions,9,0
1265,200811160006,11/16/08,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,"Palestinian Islamic Jihad (PIJ) (suspected),Popular Front for the Liberation of Palestine (PFLP) (suspected)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,Unknown
1266,200811150011,11/15/08,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
1267,200811140019,11/14/08,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
1268,200811070005,11/7/08,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1269,200810190039,10/19/08,Middle East & North Africa,West Bank and Gaza Strip,Barkhan,29.96111,69.48266,Unknown,Armed Assault,Incendiary,Private Citizens & Property,0,1
1270,200810190038,10/19/08,Middle East & North Africa,West Bank and Gaza Strip,Nablus,32.22112,35.26032,Unknown,Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,1
1271,200810150017,10/15/08,Middle East & North Africa,West Bank and Gaza Strip,Ramallah,31.90132,35.19986,Unknown,Armed Assault,Incendiary,Private Citizens & Property,0,1
1272,200809270002,9/27/08,Middle East & North Africa,West Bank and Gaza Strip,Alei Zahav,32.0719,35.06559,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,1,0
1273,200809250006,9/25/08,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Army of State Liberators (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,0,1
1274,200808170044,8/17/08,Middle East & North Africa,Israel,Eshkol regional council,,,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1275,200807240035,7/24/08,Middle East & North Africa,Israel,Karni district,13.93425,74.73973,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1276,200807110008,7/11/08,Middle East & North Africa,West Bank and Gaza Strip,Azzun,32.17664,35.05874,Unknown,Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0
1277,200807080008,7/8/08,Middle East & North Africa,West Bank and Gaza Strip,Samiriyyah,,,Unknown,Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0
1278,200807070039,7/7/08,Middle East & North Africa,Israel,Karni district,13.93425,74.73973,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1279,200807040021,7/4/08,Middle East & North Africa,West Bank and Gaza Strip,Nablus,32.22112,35.26032,Unknown,Unarmed Assault,Other,Private Citizens & Property,0,0
1280,200807020027,7/2/08,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,"Ahrar Al-Jalil (Free People of the Galilee),Al-Aqsa Martyrs Brigade,Popular Front for the Liberation of Palestine (PFLP)",Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Private Citizens & Property,4,45
1281,200806300039,6/30/08,Middle East & North Africa,Israel,Eshkol regional council,,,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1282,200806240024,6/24/08,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Palestinian Islamic Jihad (PIJ) (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,4
1283,200806200011,6/20/08,Middle East & North Africa,West Bank and Gaza Strip,Nahliel,31.97409,35.14024,Unknown,Armed Assault,Firearms,Private Citizens & Property,0,3
1284,200806200009,6/20/08,Middle East & North Africa,West Bank and Gaza Strip,Halamish,32.00575,35.12584,Al-Fatah,Armed Assault,Firearms,Private Citizens & Property,0,3
1285,200806180034,6/18/08,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Al-Aqsa Martyrs Brigade (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
1286,200806180033,6/18/08,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Palestinian Islamic Jihad (PIJ) (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1287,200806180030,6/18/08,Middle East & North Africa,Israel,Kfar Aza,31.48198,34.53342,Popular Front for the Liberation of Palestine (PFLP) (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1288,200806120040,6/12/08,Middle East & North Africa,West Bank and Gaza Strip,Gaza,54.7785,26.04165,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
1289,200806110024,6/11/08,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,"Business,Private Citizens & Property",0,1
1290,200806110023,6/11/08,Middle East & North Africa,Israel,Nir Oz,31.31251,34.40135,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
1291,200806090001,6/9/08,Middle East & North Africa,Israel,Kissufim,,,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
1292,200806060023,6/6/08,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1293,200806060008,6/6/08,Middle East & North Africa,Israel,Kissufim,,,"Al-Fatah,Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
1294,200806050001,6/5/08,Middle East & North Africa,Israel,Nir Oz,31.31251,34.40135,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,"Business,Private Citizens & Property",1,3
1295,200806040028,6/4/08,Middle East & North Africa,Israel,Sufa,31.2371,34.34211,Popular Front for the Liberation of Palestine (PFLP) (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1296,200806040027,6/4/08,Middle East & North Africa,Israel,Nahal Oz,31.47325,34.4983,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
1297,200806030010,6/3/08,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,"Business,Private Citizens & Property",0,5
1298,200806030008,6/3/08,Middle East & North Africa,Israel,Shaar HaNegev regional council,,,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1299,200805300026,5/30/08,Middle East & North Africa,Israel,Eshkol regional council,,,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1300,200805230018,5/23/08,Middle East & North Africa,West Bank and Gaza Strip,Bureij,44.61734,18.033,Palestinian Islamic Jihad (PIJ) (suspected),"Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Firearms",Military,2,0
1301,200805220012,5/22/08,Middle East & North Africa,Israel,Erez,31.5597,34.56779,"Al-Aqsa Martyrs Brigade,Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Police,2,0
1302,200805190013,5/19/08,Middle East & North Africa,West Bank and Gaza Strip,Shiloh,38.55811,-89.89769,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0
1303,200805140021,5/14/08,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,"Conqueror Army (suspected),Palestinian Islamic Jihad (PIJ) (suspected),Popular Front for the Liberation of Palestine (PFLP) (suspected)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,62
1304,200805140012,5/14/08,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,14
1305,200805120039,5/12/08,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Palestinian Islamic Jihad (PIJ) (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,0
1306,200805110042,5/11/08,Middle East & North Africa,Israel,Kerem Shalom,31.228,34.28453,"Al-Aqsa Martyrs Brigade,Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1307,200805110015,5/11/08,Middle East & North Africa,West Bank and Gaza Strip,Azzun,32.17664,35.05874,Unknown,Armed Assault,Incendiary,Private Citizens & Property,0,0
1308,200805090035,5/9/08,Middle East & North Africa,Israel,Kfar Aza,31.48198,34.53342,Hamas (Islamic Resistance Movement) (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,3
1309,200805090012,5/9/08,Middle East & North Africa,West Bank and Gaza Strip,Ein Yabrud,31.9472,35.25066,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,1,0
1310,200805090004,5/9/08,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,3
1311,200805050039,5/5/08,Middle East & North Africa,Israel,Erez,31.5597,34.56779,"Al-Aqsa Martyrs Brigade,Popular Resistance Committees",Bombing/Explosion,Explosives/Bombs/Dynamite,Police,0,0
1312,200805050036,5/5/08,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,5
1313,200805050012,5/5/08,Middle East & North Africa,Israel,Shaar HaNegev regional council,,,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Unknown,0,2
1314,200805040046,5/4/08,Middle East & North Africa,West Bank and Gaza Strip,Husan,31.70884,35.13526,Unknown,Unarmed Assault,Melee,Private Citizens & Property,0,0
1315,200805010027,5/1/08,Middle East & North Africa,Israel,Sederot,44.20173,5.53687,Al-Aqsa Martyrs Brigade,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,Unknown
1316,200804300028,4/30/08,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1317,200804290043,4/29/08,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,5
1318,200804290039,4/29/08,Middle East & North Africa,Israel,Eshkol regional council,,,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
1319,200804290032,4/29/08,Middle East & North Africa,Israel,Kerem Shalom,31.228,34.28453,Al-Mujahedin Brigades (Palestine),Bombing/Explosion,Explosives/Bombs/Dynamite,Police,0,0
1320,200804280041,4/28/08,Middle East & North Africa,Israel,Shaar HaNegev regional council,,,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Government (General),0,0
1321,200804270040,4/27/08,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1322,200804270006,4/27/08,Middle East & North Africa,West Bank and Gaza Strip,Emanuel,32.56664,-82.30795,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Religious Figures/Institutions,0,0
1323,200804270005,4/27/08,Middle East & North Africa,West Bank and Gaza Strip,Bir Zeit,31.96993,35.19546,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Transportation,0,0
1324,200804210027,4/21/08,Middle East & North Africa,West Bank and Gaza Strip,Beit Hanoun,31.53872,34.53817,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,"Private Citizens & Property,Private Citizens & Property",0,3
1325,200804190005,4/19/08,Middle East & North Africa,West Bank and Gaza Strip,Gaza,54.7785,26.04165,Democratic Front for the Liberation of Palestine (DFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1326,200804180026,4/18/08,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1327,200804160028,4/16/08,Middle East & North Africa,Israel,Eshkol regional council,,,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1328,200804160026,4/16/08,Middle East & North Africa,West Bank and Gaza Strip,Jabaliya,30.50196,77.81834,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,"Private Citizens & Property,Private Citizens & Property",0,2
1329,200804150019,4/15/08,Middle East & North Africa,West Bank and Gaza Strip,Azzun,32.17664,35.05874,Unknown,Facility/Infrastructure Attack,"Incendiary,Melee",Private Citizens & Property,0,0
1330,200804150018,4/15/08,Middle East & North Africa,Israel,Ein HaShlosha,,,Unknown,Armed Assault,Firearms,Private Citizens & Property,0,0
1331,200804140021,4/14/08,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1332,200804140017,4/14/08,Middle East & North Africa,Israel,Kerem Shalom,31.228,34.28453,Popular Front for the Liberation of Palestine (PFLP) (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1333,200804120012,4/12/08,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,1
1334,200804110018,4/11/08,Middle East & North Africa,West Bank and Gaza Strip,Gaza,54.7785,26.04165,Unknown,Armed Assault,Firearms,Private Citizens & Property,0,0
1335,200804100008,4/10/08,Middle East & North Africa,West Bank and Gaza Strip,Azzun,32.17664,35.05874,Unknown,Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0
1336,200804100004,4/10/08,Middle East & North Africa,West Bank and Gaza Strip,Beita a Tahta,32.14263,35.28472,Unknown,Armed Assault,Firearms,Transportation,0,0
1337,200804090035,4/9/08,Middle East & North Africa,Israel,Nahal Oz,31.47325,34.4983,Al-Aqsa Martyrs Brigade (suspected),"Armed Assault,Bombing/Explosion","Firearms,Explosives/Bombs/Dynamite",Private Citizens & Property,2,2
1338,200804090001,4/9/08,Middle East & North Africa,Israel,Nahal Oz,31.47325,34.4983,"Palestinian Islamic Jihad (PIJ),Popular Resistance Committees",Armed Assault,"Firearms,Firearms,Firearms",Utilities,2,2
1339,200804080022,4/8/08,Middle East & North Africa,West Bank and Gaza Strip,Ramallah,31.90132,35.19986,Unknown,Facility/Infrastructure Attack,"Incendiary,Melee",Private Citizens & Property,0,0
1340,200804020031,4/2/08,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2
1341,200803310002,3/31/08,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,"Popular Front for the Liberation of Palestine (PFLP),Popular Resistance Committees",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown
1342,200803300002,3/30/08,Middle East & North Africa,Israel,Kissufim,,,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
1343,200803290006,3/29/08,Middle East & North Africa,Israel,Al Maghazi,,,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
1344,200803290005,3/29/08,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown
1345,200803290004,3/29/08,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Popular Resistance Committees,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown
1346,200803280011,3/28/08,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown
1347,200803280010,3/28/08,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1348,200803280009,3/28/08,Middle East & North Africa,Israel,Shaar HaNegev regional council,,,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,2
1349,200803280008,3/28/08,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,"Al-Aqsa Martyrs Brigade,Democratic Front for the Liberation of Palestine (DFLP)",Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1350,200803280006,3/28/08,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Popular Resistance Committees,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1351,200803280005,3/28/08,Middle East & North Africa,Israel,Kissufim,,,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,"Military,Military",0,0
1352,200803270009,3/27/08,Middle East & North Africa,Israel,Ein Hashlosha,,,Popular Resistance Committees,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown
1353,200803270008,3/27/08,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown
1354,200803270007,3/27/08,Middle East & North Africa,Israel,Israel,31.78004,35.21874,"Al-Aqsa Martyrs Brigade,Democratic Front for the Liberation of Palestine (DFLP)",Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
1355,200803260007,3/26/08,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Jaish Al-Umma (Army of the Nation),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1356,200803260006,3/26/08,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1357,200803260005,3/26/08,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Palestinian Extremists,Armed Assault,Firearms,Private Citizens & Property,0,1
1358,200803240007,3/24/08,Middle East & North Africa,Israel,Nahal Oz,31.47325,34.4983,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1359,200803240006,3/24/08,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown
1360,200803240003,3/24/08,Middle East & North Africa,Israel,Ramat Negev regional council,,,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
1361,200803240002,3/24/08,Middle East & North Africa,Israel,Shaar HaNegev regional council,,,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1362,200803220006,3/22/08,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown
1363,200803210008,3/21/08,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
1364,200803210006,3/21/08,Middle East & North Africa,Israel,Hebron,31.53449,35.08619,Al-Aqsa Martyrs Brigade,Armed Assault,Firearms,Private Citizens & Property,0,1
1365,200803200005,3/20/08,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown
1366,200803200004,3/20/08,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown
1367,200803190020,3/19/08,Middle East & North Africa,Israel,Kerem Shalom,31.228,34.28453,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
1368,200803190019,3/19/08,Middle East & North Africa,Israel,Zikim,31.6083,34.52179,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,Unknown,Unknown
1369,200803190016,3/19/08,Middle East & North Africa,Israel,Nahal Oz,31.47325,34.4983,Popular Resistance Committees,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
